Date,Hour,Total_kWh,HVAC_kWh,Lighting_kWh,Kitchen_kWh,WashingMachine_kWh,WaterHeater_kWh,EVCharging_kWh,SolarGeneration_kWh,OutdoorTemp_C,Occupancy,PeakTariff,Cost_INR
2026-07-07,6,1.23,0.23,0.35,0.15,0.0,0.5,0.0,0.0,27.6,0,No,8.6
2026-07-07,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,26.3,1,No,8.05
2026-07-07,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,25.7,1,No,7.35
2026-07-07,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.0,1,No,4.55
2026-07-07,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,25.9,1,No,4.55
2026-07-07,11,0.66,0.41,0.1,0.15,0.0,0.0,0.0,3.67,27.0,1,No,4.62
2026-07-07,12,0.7,0.45,0.1,0.15,0.0,0.0,0.0,3.8,28.5,1,No,4.93
2026-07-07,13,1.16,0.51,0.1,0.55,0.0,0.0,0.0,3.67,30.4,1,No,8.14
2026-07-07,14,0.79,0.54,0.1,0.15,0.0,0.0,0.0,3.29,31.3,1,No,5.52
2026-07-07,15,0.83,0.58,0.1,0.15,0.0,0.0,0.0,2.69,32.8,1,No,5.84
2026-07-07,16,0.87,0.62,0.1,0.15,0.0,0.0,0.0,1.9,33.9,1,No,6.08
2026-07-07,17,0.94,0.69,0.1,0.15,0.0,0.0,0.0,0.98,36.3,1,No,6.57
2026-07-07,18,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.5,2,Yes,11.94
2026-07-07,19,1.25,0.75,0.35,0.15,0.0,0.0,0.0,0.0,38.4,2,Yes,12.52
2026-07-07,20,1.66,0.76,0.35,0.55,0.0,0.0,0.0,0.0,38.5,2,Yes,16.56
2026-07-07,21,1.7,0.7,0.35,0.15,0.0,0.5,0.0,0.0,36.7,2,Yes,17.02
2026-07-07,22,3.69,0.69,0.35,0.15,0.0,0.0,2.5,0.0,36.5,2,Yes,36.94
2026-07-07,23,3.49,0.49,0.35,0.15,0.0,0.0,2.5,0.0,36.4,0,No,24.44
2026-07-08,0,0.93,0.43,0.35,0.15,0.0,0.0,0.0,0.0,34.4,0,No,6.53
2026-07-08,1,0.88,0.38,0.35,0.15,0.0,0.0,0.0,0.0,32.8,0,No,6.19
2026-07-08,2,0.89,0.39,0.35,0.15,0.0,0.0,0.0,0.0,32.8,0,No,6.2
2026-07-08,3,0.82,0.32,0.35,0.15,0.0,0.0,0.0,0.0,30.6,0,No,5.72
2026-07-08,4,0.77,0.27,0.35,0.15,0.0,0.0,0.0,0.0,28.9,0,No,5.37
2026-07-08,5,0.75,0.25,0.35,0.15,0.0,0.0,0.0,0.0,28.3,0,No,5.24
2026-07-08,6,1.22,0.22,0.35,0.15,0.0,0.5,0.0,0.0,27.4,0,No,8.55
2026-07-08,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,25.6,1,No,8.05
2026-07-08,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,25.2,1,No,7.35
2026-07-08,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.0,1,No,4.55
2026-07-08,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,26.6,1,No,4.55
2026-07-08,11,0.68,0.43,0.1,0.15,0.0,0.0,0.0,3.67,27.7,1,No,4.76
2026-07-08,12,0.73,0.48,0.1,0.15,0.0,0.0,0.0,3.8,29.4,1,No,5.13
2026-07-08,13,1.17,0.52,0.1,0.55,0.0,0.0,0.0,3.67,30.8,1,No,8.21
2026-07-08,14,0.84,0.59,0.1,0.15,0.0,0.0,0.0,3.29,32.9,1,No,5.87
2026-07-08,15,0.83,0.58,0.1,0.15,0.0,0.0,0.0,2.69,32.7,1,No,5.82
2026-07-08,16,0.89,0.64,0.1,0.15,0.0,0.0,0.0,1.9,34.8,1,No,6.25
2026-07-08,17,0.93,0.68,0.1,0.15,0.0,0.0,0.0,0.98,35.9,1,No,6.49
2026-07-08,18,1.24,0.74,0.35,0.15,0.0,0.0,0.0,0.0,37.9,2,Yes,12.37
2026-07-08,19,1.22,0.72,0.35,0.15,0.0,0.0,0.0,0.0,37.3,2,Yes,12.18
2026-07-08,20,1.62,0.72,0.35,0.55,0.0,0.0,0.0,0.0,37.4,2,Yes,16.21
2026-07-08,21,1.73,0.73,0.35,0.15,0.0,0.5,0.0,0.0,37.7,2,Yes,17.3
2026-07-08,22,1.21,0.71,0.35,0.15,0.0,0.0,0.0,0.0,37.0,2,Yes,12.11
2026-07-08,23,0.97,0.47,0.35,0.15,0.0,0.0,0.0,0.0,35.8,0,No,6.81
2026-07-09,0,0.93,0.43,0.35,0.15,0.0,0.0,0.0,0.0,34.5,0,No,6.54
2026-07-09,1,0.93,0.43,0.35,0.15,0.0,0.0,0.0,0.0,34.4,0,No,6.52
2026-07-09,2,0.86,0.36,0.35,0.15,0.0,0.0,0.0,0.0,31.9,0,No,5.99
2026-07-09,3,0.83,0.33,0.35,0.15,0.0,0.0,0.0,0.0,31.1,0,No,5.84
2026-07-09,4,0.77,0.27,0.35,0.15,0.0,0.0,0.0,0.0,29.1,0,No,5.41
2026-07-09,5,0.71,0.21,0.35,0.15,0.0,0.0,0.0,0.0,26.8,0,No,4.94
2026-07-09,6,1.23,0.23,0.35,0.15,0.0,0.5,0.0,0.0,27.8,0,No,8.63
2026-07-09,7,1.16,0.41,0.1,0.15,0.0,0.5,0.0,0.98,26.9,1,No,8.09
2026-07-09,8,1.06,0.41,0.1,0.55,0.0,0.0,0.0,1.9,26.9,1,No,7.4
2026-07-09,9,0.66,0.41,0.1,0.15,0.0,0.0,0.0,2.69,27.0,1,No,4.63
2026-07-09,10,0.67,0.42,0.1,0.15,0.0,0.0,0.0,3.29,27.5,1,No,4.72
2026-07-09,11,0.66,0.41,0.1,0.15,0.0,0.0,0.0,3.67,27.1,1,No,4.63
2026-07-09,12,0.72,0.47,0.1,0.15,0.0,0.0,0.0,3.8,28.9,1,No,5.03
2026-07-09,13,1.15,0.5,0.1,0.55,0.0,0.0,0.0,3.67,29.9,1,No,8.02
2026-07-09,14,0.8,0.55,0.1,0.15,0.0,0.0,0.0,3.29,31.8,1,No,5.62
2026-07-09,15,0.83,0.58,0.1,0.15,0.0,0.0,0.0,2.69,32.6,1,No,5.81
2026-07-09,16,0.89,0.64,0.1,0.15,0.0,0.0,0.0,1.9,34.7,1,No,6.24
2026-07-09,17,0.97,0.72,0.1,0.15,0.0,0.0,0.0,0.98,37.2,1,No,6.76
2026-07-09,18,1.2,0.7,0.35,0.15,0.0,0.0,0.0,0.0,36.7,2,Yes,12.01
2026-07-09,19,1.25,0.75,0.35,0.15,0.0,0.0,0.0,0.0,38.3,2,Yes,12.5
2026-07-09,20,1.64,0.74,0.35,0.55,0.0,0.0,0.0,0.0,37.9,2,Yes,16.37
2026-07-09,21,1.73,0.73,0.35,0.15,0.0,0.5,0.0,0.0,37.6,2,Yes,17.29
2026-07-09,22,1.24,0.74,0.35,0.15,0.0,0.0,0.0,0.0,38.1,2,Yes,12.43
2026-07-09,23,1.02,0.52,0.35,0.15,0.0,0.0,0.0,0.0,37.2,0,No,7.11
2026-07-10,0,0.95,0.45,0.35,0.15,0.0,0.0,0.0,0.0,34.9,0,No,6.63
2026-07-10,1,0.91,0.41,0.35,0.15,0.0,0.0,0.0,0.0,33.8,0,No,6.4
2026-07-10,2,0.83,0.33,0.35,0.15,0.0,0.0,0.0,0.0,31.1,0,No,5.83
2026-07-10,3,0.8,0.3,0.35,0.15,0.0,0.0,0.0,0.0,29.8,0,No,5.57
2026-07-10,4,0.79,0.29,0.35,0.15,0.0,0.0,0.0,0.0,29.7,0,No,5.55
2026-07-10,5,0.73,0.23,0.35,0.15,0.0,0.0,0.0,0.0,27.7,0,No,5.12
2026-07-10,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,26.7,0,No,8.41
2026-07-10,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,26.5,1,No,8.05
2026-07-10,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,24.9,1,No,7.35
2026-07-10,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,26.2,1,No,4.55
2026-07-10,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,26.6,1,No,4.55
2026-07-10,11,0.7,0.45,0.1,0.15,0.0,0.0,0.0,3.67,28.3,1,No,4.89
2026-07-10,12,0.69,0.44,0.1,0.15,0.0,0.0,0.0,3.8,28.1,1,No,4.86
2026-07-10,13,1.19,0.54,0.1,0.55,0.0,0.0,0.0,3.67,31.2,1,No,8.3
2026-07-10,14,0.78,0.53,0.1,0.15,0.0,0.0,0.0,3.29,31.0,1,No,5.45
2026-07-10,15,0.83,0.58,0.1,0.15,0.0,0.0,0.0,2.69,32.7,1,No,5.82
2026-07-10,16,0.9,0.65,0.1,0.15,0.0,0.0,0.0,1.9,35.0,1,No,6.3
2026-07-10,17,0.94,0.69,0.1,0.15,0.0,0.0,0.0,0.98,36.4,1,No,6.59
2026-07-10,18,1.19,0.69,0.35,0.15,0.0,0.0,0.0,0.0,36.5,2,Yes,11.94
2026-07-10,19,2.01,0.71,0.35,0.15,0.8,0.0,0.0,0.0,36.8,2,Yes,20.05
2026-07-10,20,1.66,0.76,0.35,0.55,0.0,0.0,0.0,0.0,38.6,2,Yes,16.58
2026-07-10,21,1.71,0.71,0.35,0.15,0.0,0.5,0.0,0.0,37.1,2,Yes,17.13
2026-07-10,22,3.72,0.72,0.35,0.15,0.0,0.0,2.5,0.0,37.2,2,Yes,37.16
2026-07-10,23,3.49,0.49,0.35,0.15,0.0,0.0,2.5,0.0,36.3,0,No,24.42
2026-07-11,0,0.93,0.43,0.35,0.15,0.0,0.0,0.0,0.0,34.3,0,No,6.5
2026-07-11,1,0.9,0.4,0.35,0.15,0.0,0.0,0.0,0.0,33.2,0,No,6.27
2026-07-11,2,0.85,0.35,0.35,0.15,0.0,0.0,0.0,0.0,31.5,0,No,5.92
2026-07-11,3,0.82,0.32,0.35,0.15,0.0,0.0,0.0,0.0,30.8,0,No,5.76
2026-07-11,4,0.74,0.24,0.35,0.15,0.0,0.0,0.0,0.0,27.9,0,No,5.15
2026-07-11,5,0.73,0.23,0.35,0.15,0.0,0.0,0.0,0.0,27.7,0,No,5.11
2026-07-11,6,1.2,0.2,0.35,0.15,0.0,0.5,0.0,0.0,25.7,0,No,8.4
2026-07-11,7,1.15,0.4,0.1,0.15,0.0,0.5,0.0,0.98,25.5,1,No,8.05
2026-07-11,8,1.05,0.4,0.1,0.55,0.0,0.0,0.0,1.9,25.8,4,No,7.35
2026-07-11,9,0.65,0.4,0.1,0.15,0.0,0.0,0.0,2.69,25.3,4,No,4.55
2026-07-11,10,0.65,0.4,0.1,0.15,0.0,0.0,0.0,3.29,25.9,4,No,4.55
2026-07-11,11,1.48,0.43,0.1,0.15,0.8,0.0,0.0,3.67,27.7,4,No,10.37
2026-07-11,12,0.68,0.43,0.1,0.15,0.0,0.0,0.0,3.8,27.6,4,No,4.75
2026-07-11,13,1.14,0.49,0.1,0.55,0.0,0.0,0.0,3.67,29.8,4,No,8.01
2026-07-11,14,0.82,0.57,0.1,0.15,0.0,0.0,0.0,3.29,32.5,4,No,5.77
2026-07-11,15,0.87,0.62,0.1,0.15,0.0,0.0,0.0,2.69,34.0,4,No,6.09
2026-07-11,16,0.86,0.61,0.1,0.15,0.0,0.0,0.0,1.9,33.6,4,No,6.01
